Target,Model,AUC,AUC_ROC,BEDROC,EF0.5,EF1,EF5,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr,deltaVinaRF20@GlideSP,,0.426 ,0.032 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk2,deltaVinaRF20@GlideSP,,0.576 ,0.356 ,,9.97,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox1,deltaVinaRF20@GlideSP,,0.656 ,0.285 ,,9.57,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qpct,deltaVinaRF20@GlideSP,,0.629 ,0.037 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr1,deltaVinaRF20@GlideSP,,0.720 ,0.274 ,,7.49,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace2,deltaVinaRF20@GlideSP,,0.385 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdm2,deltaVinaRF20@GlideSP,,0.292 ,0.018 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alr2,deltaVinaRF20@GlideSP,,0.544 ,0.069 ,,2.46,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11betahsd1,deltaVinaRF20@GlideSP,,0.630 ,0.116 ,,2.49,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erbb2,deltaVinaRF20@GlideSP,,0.800 ,0.251 ,,4.92,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyp2a6,deltaVinaRF20@GlideSP,,0.643 ,0.058 ,,2.77,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmp2,deltaVinaRF20@GlideSP,,0.458 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcl2,deltaVinaRF20@GlideSP,,0.629 ,0.082 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-out,deltaVinaRF20@GlideSP,,0.786 ,0.781 ,,21.34,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsk3b,deltaVinaRF20@GlideSP,,0.688 ,0.310 ,,11.57,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lck,deltaVinaRF20@GlideSP,,0.488 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jak3,deltaVinaRF20@GlideSP,,0.702 ,0.311 ,,12.47,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurkb,deltaVinaRF20@GlideSP,,0.639 ,0.070 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurka,deltaVinaXGB@GlideSP,,0.691 ,0.167 ,,4.77,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-1,deltaVinaXGB@GlideSP,,0.702 ,0.049 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk,deltaVinaXGB@GlideSP,,0.631 ,0.383 ,,12.17,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk2,deltaVinaXGB@GlideSP,,0.713 ,0.087 ,,2.62,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-2,deltaVinaXGB@GlideSP,,0.674 ,0.081 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmgr,deltaVinaXGB@GlideSP,,0.729 ,0.324 ,,11.89,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppara,deltaVinaXGB@GlideSP,,0.563 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi3kg,deltaVinaXGB@GlideSP,,0.703 ,0.072 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirt2,deltaVinaXGB@GlideSP,,0.472 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gba,deltaVinaXGB@GlideSP,,0.440 ,0.046 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac2,deltaVinaXGB@GlideSP,,0.819 ,0.259 ,,7.00,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inha,deltaVinaXGB@GlideSP,,0.552 ,0.099 ,,2.36,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ache,deltaVinaXGB@GlideSP,,0.672 ,0.190 ,,9.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr2,deltaVinaXGB@GlideSP,,0.380 ,0.008 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxr,deltaVinaXGB@GlideSP,,0.588 ,0.158 ,,2.59,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrombin,deltaVinaXGB@GlideSP,,0.796 ,0.376 ,,12.25,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fkbp1a,deltaVinaXGB@GlideSP,,0.580 ,0.346 ,,9.97,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sars-hcov,deltaVinaXGB@GlideSP,,0.524 ,0.117 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1rt,deltaVinaXGB@GlideSP,,0.549 ,0.027 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2a,deltaVinaXGB@GlideSP,,0.600 ,0.049 ,,2.36,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kif11,deltaVinaXGB@GlideSP,,0.751 ,0.152 ,,4.65,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdk2,deltaVinaXGB@GlideSP,,0.678 ,0.214 ,,7.65,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam17,deltaVinaXGB@GlideSP,,0.574 ,0.266 ,,7.09,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt1,deltaVinaXGB@GlideSP,,0.648 ,0.021 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tie2,deltaVinaXGB@GlideSP,,0.587 ,0.156 ,,4.99,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deltaVinaXGB@GlideSP,,0.935 ,0.777 ,,23.81,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
igf1r,deltaVinaXGB@GlideSP,,0.431 ,0.049 ,,2.48,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-in,deltaVinaXGB@GlideSP,,0.786 ,0.117 ,,4.73,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parp-1,deltaVinaXGB@GlideSP,,0.740 ,0.154 ,,6.95,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk1,deltaVinaXGB@GlideSP,,0.662 ,0.241 ,,7.88,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrb2,deltaVinaXGB@GlideSP,,0.683 ,0.080 ,,2.40,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsp90,deltaVinaXGB@GlideSP,,0.555 ,0.041 ,,2.33,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts,deltaVinaXGB@GlideSP,,0.604 ,0.021 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpa,deltaVinaXGB@GlideSP,,0.684 ,0.086 ,,2.55,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upa,deltaVinaXGB@GlideSP,,0.634 ,0.108 ,,2.49,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prkcq,deltaVinaXGB@GlideSP,,0.731 ,0.102 ,,2.63,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde5,deltaVinaXGB@GlideSP,,0.446 ,0.003 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhfr,deltaVinaXGB@GlideSP,,0.543 ,0.090 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock-1,deltaVinaXGB@GlideSP,,0.551 ,0.063 ,,2.32,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egfr,deltaVinaXGB@GlideSP,,0.619 ,0.080 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctsk,deltaVinaXGB@GlideSP,,0.652 ,0.090 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac8,deltaVinaXGB@GlideSP,,0.570 ,0.011 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itk,deltaVinaXGB@GlideSP,,0.594 ,0.029 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdk1,deltaVinaXGB@GlideSP,,0.706 ,0.125 ,,2.44,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p38-alpha,deltaVinaXGB@GlideSP,,0.612 ,0.036 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er-beta,deltaVinaXGB@GlideSP,,0.816 ,0.320 ,,9.53,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ar,deltaVinaXGB@GlideSP,,0.858 ,0.725 ,,19.32,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde4b,deltaVinaXGB@GlideSP,,0.569 ,0.218 ,,9.48,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxa,deltaVinaXGB@GlideSP,,0.813 ,0.331 ,,10.18,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17betahsd1,deltaVinaXGB@GlideSP,,0.556 ,0.087 ,,2.36,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk3,deltaVinaXGB@GlideSP,,0.636 ,0.076 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgfr1,deltaVinaXGB@GlideSP,,0.691 ,0.036 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braf,deltaVinaXGB@GlideSP,,0.565 ,0.076 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
src,deltaVinaXGB@GlideSP,,0.498 ,0.029 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephb4,deltaVinaXGB@GlideSP,,0.625 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pparg,deltaVinaXGB@GlideSP,,0.477 ,0.051 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox2,deltaVinaXGB@GlideSP,,0.926 ,0.844 ,,20.54,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1pr,deltaVinaXGB@GlideSP,,0.773 ,0.392 ,,15.16,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace,deltaVinaXGB@GlideSP,,0.546 ,0.233 ,,7.13,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr,deltaVinaXGB@GlideSP,,0.816 ,0.393 ,,10.67,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tp,deltaVinaXGB@GlideSP,,0.423 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnp,deltaVinaXGB@GlideSP,,0.633 ,0.393 ,,12.45,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catl,deltaVinaXGB@GlideSP,,0.686 ,0.054 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr,deltaVinaXGB@GlideSP,,0.460 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk2,deltaVinaXGB@GlideSP,,0.567 ,0.225 ,,7.70,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox1,deltaVinaXGB@GlideSP,,0.633 ,0.304 ,,9.57,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qpct,deltaVinaXGB@GlideSP,,0.574 ,0.047 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr1,deltaVinaXGB@GlideSP,,0.666 ,0.253 ,,9.98,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace2,deltaVinaXGB@GlideSP,,0.580 ,0.042 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdm2,deltaVinaXGB@GlideSP,,0.280 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alr2,deltaVinaXGB@GlideSP,,0.458 ,0.012 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11betahsd1,deltaVinaXGB@GlideSP,,0.648 ,0.176 ,,5.03,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erbb2,deltaVinaXGB@GlideSP,,0.700 ,0.101 ,,2.46,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyp2a6,deltaVinaXGB@GlideSP,,0.642 ,0.177 ,,5.54,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmp2,deltaVinaXGB@GlideSP,,0.442 ,0.010 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcl2,deltaVinaXGB@GlideSP,,0.545 ,0.002 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-out,deltaVinaXGB@GlideSP,,0.686 ,0.621 ,,26.15,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsk3b,deltaVinaXGB@GlideSP,,0.676 ,0.213 ,,6.95,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lck,deltaVinaXGB@GlideSP,,0.478 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jak3,deltaVinaXGB@GlideSP,,0.648 ,0.090 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurkb,deltaVinaXGB@GlideSP,,0.631 ,0.112 ,,4.67,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurka,RF-Score-VS@GlideSP,,0.759 ,0.380 ,,14.32,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-1,RF-Score-VS@GlideSP,,0.541 ,0.007 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk,RF-Score-VS@GlideSP,,0.751 ,0.263 ,,7.30,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk2,RF-Score-VS@GlideSP,,0.767 ,0.303 ,,13.11,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-2,RF-Score-VS@GlideSP,,0.469 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmgr,RF-Score-VS@GlideSP,,0.939 ,0.932 ,,28.55,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppara,RF-Score-VS@GlideSP,,0.864 ,0.700 ,,24.96,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi3kg,RF-Score-VS@GlideSP,,0.756 ,0.325 ,,11.93,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirt2,RF-Score-VS@GlideSP,,0.481 ,0.012 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gba,RF-Score-VS@GlideSP,,0.700 ,0.125 ,,4.75,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac2,RF-Score-VS@GlideSP,,0.785 ,0.215 ,,7.00,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inha,RF-Score-VS@GlideSP,,0.563 ,0.094 ,,2.36,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ache,RF-Score-VS@GlideSP,,0.708 ,0.510 ,,18.78,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
