Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
lkha4,RF-Scorev4@GlideSP,1.0,3.31,170,7992,80,5.633,0.777,3.485,0.512,7.041,0.034,0.032,3.31,0.695,0.105
mapk2,RF-Scorev4@GlideSP,1.0,2.43,100,6155,62,2.448,0.713,2.489,0.507,3.948,0.019,0.018,2.43,0.642,0.075
mcr,RF-Scorev4@GlideSP,1.0,9.12,38,2490,25,3.48,0.913,10.433,0.541,13.918,0.102,0.1,9.12,0.813,0.247
met,RF-Scorev4@GlideSP,1.0,6.58,165,11027,111,10.929,0.878,7.189,0.529,9.846,0.069,0.068,6.58,0.814,0.158
mk01,RF-Scorev4@GlideSP,1.0,5.73,78,4485,45,4.484,0.862,6.254,0.524,9.965,0.063,0.061,5.73,0.741,0.161
mk10,RF-Scorev4@GlideSP,1.0,2.69,103,6558,66,2.788,0.734,2.765,0.509,4.225,0.022,0.021,2.69,0.74,0.101
mk14,RF-Scorev4@GlideSP,1.0,7.77,578,35731,358,44.997,0.897,8.743,0.534,12.569,0.087,0.085,7.77,0.689,0.173
mmp13,RF-Scorev4@GlideSP,1.0,3.13,567,37374,374,17.759,0.764,3.236,0.511,4.749,0.027,0.026,3.13,0.615,0.077
mp2k1,RF-Scorev4@GlideSP,1.0,0.0,120,8089,81,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.501,0.001
nos1,RF-Scorev4@GlideSP,1.0,0.85,100,8044,81,0.856,0.459,0.848,0.499,1.057,-0.002,-0.002,0.85,0.592,0.042
nram,RF-Scorev4@GlideSP,1.0,2.22,98,4300,43,2.176,0.696,2.285,0.506,5.06,0.019,0.017,2.22,0.756,0.141
pa2ga,RF-Scorev4@GlideSP,1.0,5.54,98,5212,53,5.521,0.859,6.068,0.524,10.417,0.064,0.061,5.54,0.641,0.108
parp1,RF-Scorev4@GlideSP,1.0,7.14,507,30174,302,36.231,0.889,7.977,0.531,11.997,0.081,0.078,7.14,0.719,0.148
pde5a,RF-Scorev4@GlideSP,1.0,0.89,379,27420,275,3.383,0.471,0.889,0.499,1.23,-0.001,-0.001,0.89,0.599,0.023
pgh1,RF-Scorev4@GlideSP,1.0,0.45,174,9195,92,0.783,0.308,0.445,0.497,0.852,-0.008,-0.007,0.45,0.552,0.016
pgh2,RF-Scorev4@GlideSP,1.0,1.13,365,17398,174,4.125,0.531,1.133,0.501,2.371,0.002,0.002,1.13,0.512,0.026
plk1,RF-Scorev4@GlideSP,1.0,1.31,106,6789,68,1.391,0.568,1.316,0.502,2.045,0.004,0.004,1.31,0.734,0.046
pnph,RF-Scorev4@GlideSP,1.0,3.05,103,7010,71,3.182,0.759,3.146,0.511,4.481,0.025,0.025,3.05,0.601,0.141
ppara,RF-Scorev4@GlideSP,1.0,5.58,371,16295,163,20.708,0.862,6.247,0.523,12.704,0.07,0.065,5.58,0.695,0.176
ppard,RF-Scorev4@GlideSP,1.0,9.74,239,11497,115,23.285,0.923,11.959,0.545,20.248,0.128,0.12,9.74,0.684,0.231
pparg,RF-Scorev4@GlideSP,1.0,4.43,482,24949,250,21.396,0.826,4.751,0.518,8.558,0.048,0.046,4.43,0.646,0.125
prgr,RF-Scorev4@GlideSP,1.0,6.52,223,12892,129,14.549,0.878,7.222,0.528,11.278,0.074,0.071,6.52,0.737,0.158
ptn1,RF-Scorev4@GlideSP,1.0,12.06,128,7312,74,15.623,0.938,15.02,0.557,21.112,0.149,0.144,12.06,0.743,0.319
pur2,RF-Scorev4@GlideSP,1.0,0.0,50,2717,28,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.808,0.056
pygm,RF-Scorev4@GlideSP,1.0,3.44,77,3978,40,2.663,0.783,3.614,0.513,6.659,0.035,0.033,3.44,0.591,0.072
pyrd,RF-Scorev4@GlideSP,1.0,3.05,109,6070,61,3.341,0.76,3.169,0.51,5.477,0.028,0.027,3.05,0.763,0.103
reni,RF-Scorev4@GlideSP,1.0,5.41,104,7010,71,5.699,0.853,5.795,0.523,8.026,0.055,0.054,5.41,0.629,0.237
rock1,RF-Scorev4@GlideSP,1.0,2.96,99,6263,63,2.948,0.753,3.056,0.51,4.679,0.025,0.024,2.96,0.736,0.105
rxra,RF-Scorev4@GlideSP,1.0,7.57,113,4673,47,8.604,0.9,9.042,0.534,18.305,0.104,0.095,7.57,0.654,0.182
sahh,RF-Scorev4@GlideSP,1.0,0.0,63,3477,35,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.611,0.018
src,RF-Scorev4@GlideSP,1.0,1.22,519,34158,342,6.34,0.55,1.224,0.501,1.854,0.003,0.003,1.22,0.675,0.046
tgfr1,RF-Scorev4@GlideSP,1.0,0.36,133,8465,85,0.481,0.263,0.356,0.497,0.566,-0.008,-0.008,0.36,0.742,0.017
thb,RF-Scorev4@GlideSP,1.0,7.96,97,4975,50,7.76,0.902,9.239,0.536,15.52,0.099,0.094,7.96,0.621,0.257
thrb,RF-Scorev4@GlideSP,1.0,3.29,452,26837,269,14.906,0.774,3.424,0.512,5.541,0.03,0.029,3.29,0.744,0.103
try1,RF-Scorev4@GlideSP,1.0,4.82,439,21780,218,21.179,0.84,5.231,0.52,9.715,0.055,0.052,4.82,0.748,0.134
tryb1,RF-Scorev4@GlideSP,1.0,12.83,148,7660,77,19.088,0.944,16.729,0.561,24.789,0.167,0.159,12.83,0.721,0.243
tysy,RF-Scorev4@GlideSP,1.0,9.19,109,6758,68,10.079,0.914,10.615,0.542,14.823,0.106,0.103,9.19,0.622,0.326
urok,RF-Scorev4@GlideSP,1.0,1.98,162,9687,97,3.212,0.668,2.014,0.505,3.311,0.013,0.012,1.98,0.701,0.067
vgfr2,RF-Scorev4@GlideSP,1.0,1.05,379,17864,179,3.988,0.512,1.051,0.5,2.228,0.001,0.001,1.05,0.614,0.04
wee1,RF-Scorev4@GlideSP,1.0,41.15,102,6123,62,42.501,0.992,128.662,0.707,68.55,0.529,0.512,41.15,0.914,0.848
xiap,RF-Scorev4@GlideSP,1.0,15.35,99,5117,52,15.443,0.955,21.412,0.574,29.698,0.204,0.194,15.35,0.819,0.353
aa2ar,RF-Scorev3@GlideSP,1.0,0.47,481,10862,109,2.269,0.314,0.459,0.497,2.081,-0.011,-0.009,0.47,0.662,0.016
abl1,RF-Scorev3@GlideSP,1.0,4.79,180,9814,99,8.698,0.838,5.155,0.519,8.785,0.052,0.05,4.79,0.689,0.125
ace,RF-Scorev3@GlideSP,1.0,5.67,278,17051,171,15.808,0.86,6.146,0.524,9.244,0.061,0.059,5.67,0.612,0.227
aces,RF-Scorev3@GlideSP,1.0,7.96,441,25390,254,35.117,0.901,9.077,0.535,13.826,0.093,0.089,7.96,0.535,0.192
ada,RF-Scorev3@GlideSP,1.0,1.13,93,5527,56,1.065,0.531,1.133,0.501,1.901,0.002,0.002,1.13,0.513,0.04
ada17,RF-Scorev3@GlideSP,1.0,7.93,516,36010,361,41.021,0.898,8.818,0.535,11.363,0.084,0.083,7.93,0.567,0.21
adrb1,RF-Scorev3@GlideSP,1.0,1.52,247,15925,160,3.772,0.605,1.533,0.503,2.358,0.007,0.006,1.52,0.576,0.053
adrb2,RF-Scorev3@GlideSP,1.0,1.34,231,14649,147,3.106,0.574,1.347,0.502,2.113,0.004,0.004,1.34,0.567,0.049
akt1,RF-Scorev3@GlideSP,1.0,0.47,292,16176,162,1.374,0.318,0.465,0.497,0.848,-0.007,-0.007,0.47,0.647,0.015
akt2,RF-Scorev3@GlideSP,1.0,0.0,116,6745,68,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.701,0.007
aldr,RF-Scorev3@GlideSP,1.0,2.74,158,9054,91,4.351,0.739,2.827,0.509,4.782,0.023,0.022,2.74,0.517,0.086
ampc,RF-Scorev3@GlideSP,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.482,0.023
andr,RF-Scorev3@GlideSP,1.0,1.26,178,10025,101,2.26,0.559,1.266,0.501,2.237,0.004,0.003,1.26,0.622,0.038
aofb,RF-Scorev3@GlideSP,1.0,0.0,121,6975,70,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.53,0.024
bace1,RF-Scorev3@GlideSP,1.0,10.19,280,17898,179,28.535,0.923,11.933,0.547,15.941,0.116,0.114,10.19,0.616,0.242
braf,RF-Scorev3@GlideSP,1.0,3.24,150,9887,99,4.866,0.77,3.356,0.511,4.916,0.028,0.027,3.24,0.673,0.067
cah2,RF-Scorev3@GlideSP,1.0,12.22,492,31266,313,60.188,0.937,14.891,0.557,19.229,0.143,0.139,12.22,0.658,0.281
casp3,RF-Scorev3@GlideSP,1.0,2.28,199,10828,109,4.567,0.7,2.336,0.507,4.19,0.018,0.017,2.28,0.452,0.074
cdk2,RF-Scorev3@GlideSP,1.0,0.5,471,27755,278,2.359,0.331,0.496,0.497,0.848,-0.007,-0.006,0.5,0.662,0.021
comt,RF-Scorev3@GlideSP,1.0,0.0,41,3872,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,0.356,0.0
cp2c9,RF-Scorev3@GlideSP,1.0,8.23,120,7325,74,9.977,0.903,9.357,0.537,13.483,0.094,0.092,8.23,0.569,0.164
cp3a4,RF-Scorev3@GlideSP,1.0,3.73,160,11766,118,5.985,0.795,3.876,0.514,5.072,0.032,0.032,3.73,0.569,0.094
csf1r,RF-Scorev3@GlideSP,1.0,1.06,164,12006,121,1.752,0.515,1.061,0.5,1.448,0.001,0.001,1.06,0.731,0.022
cxcr4,RF-Scorev3@GlideSP,1.0,0.0,39,3413,35,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,0.0,0.69,0.004
def,RF-Scorev3@GlideSP,1.0,0.0,99,5758,58,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.623,0.012
dhi1,RF-Scorev3@GlideSP,1.0,2.14,329,19461,195,7.055,0.686,2.183,0.506,3.618,0.015,0.015,2.14,0.662,0.068
dpp4,RF-Scorev3@GlideSP,1.0,0.93,532,40888,409,4.949,0.482,0.929,0.5,1.21,-0.001,-0.001,0.93,0.634,0.025
drd3,RF-Scorev3@GlideSP,1.0,3.43,478,33326,334,16.432,0.78,3.556,0.512,4.92,0.029,0.029,3.43,0.548,0.079
dyr,RF-Scorev3@GlideSP,1.0,1.25,231,17074,171,2.892,0.556,1.254,0.501,1.691,0.003,0.003,1.25,0.647,0.039
egfr,RF-Scorev3@GlideSP,1.0,2.66,540,34875,349,14.374,0.732,2.731,0.508,4.119,0.021,0.02,2.66,0.628,0.058
esr1,RF-Scorev3@GlideSP,1.0,0.33,375,20175,202,1.239,0.246,0.326,0.497,0.613,-0.009,-0.009,0.33,0.801,0.03
esr2,RF-Scorev3@GlideSP,1.0,0.17,363,19336,194,0.619,0.143,0.167,0.496,0.319,-0.012,-0.011,0.17,0.811,0.023
fa10,RF-Scorev3@GlideSP,1.0,18.07,537,20046,201,97.297,0.971,34.086,0.588,48.407,0.285,0.253,18.07,0.85,0.575
fa7,RF-Scorev3@GlideSP,1.0,10.13,114,6114,62,11.711,0.925,12.256,0.547,18.888,0.127,0.122,10.13,0.821,0.287
fabp4,RF-Scorev3@GlideSP,1.0,1.73,47,2518,26,0.84,0.637,1.754,0.504,3.229,0.01,0.01,1.73,0.59,0.042
fak1,RF-Scorev3@GlideSP,1.0,3.54,99,5388,54,3.512,0.788,3.717,0.513,6.504,0.035,0.033,3.54,0.757,0.071
fgfr1,RF-Scorev3@GlideSP,1.0,1.75,129,435,5,2.595,0.719,2.559,0.506,51.897,0.053,0.017,1.75,0.496,0.468
fkb1a,RF-Scorev3@GlideSP,1.0,0.0,111,5887,59,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.56,0.019
fnta,RF-Scorev3@GlideSP,1.0,3.33,589,51372,514,19.624,0.774,3.422,0.512,3.818,0.025,0.025,3.33,0.706,0.116
fpps,RF-Scorev3@GlideSP,1.0,0.0,85,8817,89,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,0.427,0.0
gcr,RF-Scorev3@GlideSP,1.0,4.78,183,12612,127,8.808,0.835,5.062,0.519,6.936,0.046,0.045,4.78,0.68,0.09
glcm,RF-Scorev3@GlideSP,1.0,0.0,54,3834,39,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.475,0.012
gria2,RF-Scorev3@GlideSP,1.0,0.34,158,11662,117,0.539,0.252,0.337,0.497,0.461,-0.008,-0.008,0.34,0.584,0.021
grik1,RF-Scorev3@GlideSP,1.0,1.95,101,6620,67,1.993,0.664,1.979,0.505,2.975,0.012,0.012,1.95,0.48,0.029
hdac2,RF-Scorev3@GlideSP,1.0,4.76,180,10352,104,8.608,0.836,5.099,0.519,8.277,0.05,0.049,4.76,0.606,0.101
hdac8,RF-Scorev3@GlideSP,1.0,0.0,164,10481,105,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,0.625,0.013
hivint,RF-Scorev3@GlideSP,1.0,0.0,100,6673,67,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.525,0.012
hivpr,RF-Scorev3@GlideSP,1.0,9.8,519,35905,360,50.997,0.918,11.252,0.545,14.166,0.107,0.105,9.8,0.704,0.33
hivrt,RF-Scorev3@GlideSP,1.0,0.18,337,18737,188,0.609,0.151,0.177,0.496,0.324,-0.011,-0.011,0.18,0.547,0.012
hmdh,RF-Scorev3@GlideSP,1.0,0.0,168,8878,89,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.59,0.006
hs90a,RF-Scorev3@GlideSP,1.0,0.0,86,4840,49,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.576,0.007
hxk4,RF-Scorev3@GlideSP,1.0,0.0,91,4720,48,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.626,0.002
igf1r,RF-Scorev3@GlideSP,1.0,7.98,147,9044,91,11.803,0.9,9.02,0.536,12.971,0.09,0.088,7.98,0.682,0.159
inha,RF-Scorev3@GlideSP,1.0,5.75,43,2329,24,2.548,0.863,6.314,0.525,10.616,0.066,0.064,5.75,0.673,0.224
ital,RF-Scorev3@GlideSP,1.0,1.31,136,8377,84,1.786,0.568,1.317,0.502,2.127,0.004,0.004,1.31,0.538,0.03
jak2,RF-Scorev3@GlideSP,1.0,9.24,106,6465,65,9.847,0.915,10.711,0.542,15.15,0.107,0.104,9.24,0.761,0.199
kif11,RF-Scorev3@GlideSP,1.0,17.22,116,6837,69,20.159,0.96,23.915,0.583,29.216,0.215,0.208,17.22,0.693,0.392
kit,RF-Scorev3@GlideSP,1.0,0.4,165,10323,104,0.665,0.284,0.396,0.497,0.639,-0.008,-0.008,0.4,0.726,0.037
kith,RF-Scorev3@GlideSP,1.0,2.26,57,2894,29,1.291,0.699,2.319,0.506,4.451,0.018,0.017,2.26,0.383,0.088
kpcb,RF-Scorev3@GlideSP,1.0,4.65,126,8611,87,5.92,0.831,4.916,0.519,6.804,0.045,0.044,4.65,0.567,0.136
lck,RF-Scorev3@GlideSP,1.0,2.06,416,27305,274,8.599,0.677,2.094,0.505,3.138,0.013,0.013,2.06,0.698,0.052
lkha4,RF-Scorev3@GlideSP,1.0,4.56,170,7992,80,7.76,0.832,4.942,0.518,9.7,0.053,0.049,4.56,0.637,0.141
mapk2,RF-Scorev3@GlideSP,1.0,0.0,100,6155,62,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.609,0.016
mcr,RF-Scorev3@GlideSP,1.0,3.91,38,2490,25,1.492,0.804,4.095,0.515,5.967,0.036,0.036,3.91,0.762,0.097
met,RF-Scorev3@GlideSP,1.0,16.44,165,11027,111,27.306,0.956,21.477,0.579,24.6,0.192,0.188,16.44,0.768,0.356
mk01,RF-Scorev3@GlideSP,1.0,1.43,78,4485,45,1.119,0.59,1.441,0.502,2.487,0.006,0.006,1.43,0.705,0.058
mk10,RF-Scorev3@GlideSP,1.0,3.23,103,6558,66,3.348,0.77,3.349,0.511,5.073,0.028,0.028,3.23,0.725,0.066
mk14,RF-Scorev3@GlideSP,1.0,5.36,578,35731,358,31.041,0.852,5.774,0.522,8.671,0.056,0.055,5.36,0.677,0.134
mmp13,RF-Scorev3@GlideSP,1.0,3.42,567,37374,374,19.405,0.78,3.552,0.512,5.188,0.03,0.03,3.42,0.53,0.106
mp2k1,RF-Scorev3@GlideSP,1.0,0.0,120,8089,81,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.549,0.002
nos1,RF-Scorev3@GlideSP,1.0,1.71,100,8044,81,1.722,0.633,1.725,0.504,2.126,0.008,0.008,1.71,0.588,0.057
nram,RF-Scorev3@GlideSP,1.0,1.33,98,4300,43,1.303,0.573,1.34,0.502,3.031,0.005,0.005,1.33,0.662,0.04
pa2ga,RF-Scorev3@GlideSP,1.0,1.58,98,5212,53,1.575,0.615,1.598,0.503,2.971,0.008,0.008,1.58,0.68,0.028
parp1,RF-Scorev3@GlideSP,1.0,2.83,507,30174,302,14.36,0.745,2.921,0.509,4.755,0.024,0.023,2.83,0.683,0.075
pde5a,RF-Scorev3@GlideSP,1.0,1.34,379,27420,275,5.093,0.574,1.346,0.502,1.852,0.004,0.004,1.34,0.541,0.03
pgh1,RF-Scorev3@GlideSP,1.0,1.35,174,9195,92,2.35,0.576,1.359,0.502,2.555,0.005,0.005,1.35,0.578,0.038
pgh2,RF-Scorev3@GlideSP,1.0,1.58,365,17398,174,5.768,0.615,1.6,0.503,3.315,0.009,0.008,1.58,0.59,0.038
plk1,RF-Scorev3@GlideSP,1.0,5.23,106,6789,68,5.553,0.849,5.606,0.522,8.166,0.054,0.052,5.23,0.717,0.118
pnph,RF-Scorev3@GlideSP,1.0,0.0,103,7010,71,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.686,0.013
ppara,RF-Scorev3@GlideSP,1.0,1.86,371,16295,163,6.903,0.655,1.898,0.504,4.235,0.013,0.012,1.86,0.608,0.052
ppard,RF-Scorev3@GlideSP,1.0,1.74,239,11497,115,4.16,0.639,1.768,0.504,3.617,0.011,0.01,1.74,0.638,0.062
pparg,RF-Scorev3@GlideSP,1.0,3.18,482,24949,250,15.359,0.769,3.323,0.511,6.144,0.031,0.029,3.18,0.643,0.106
prgr,RF-Scorev3@GlideSP,1.0,2.08,223,12892,129,4.641,0.68,2.12,0.505,3.598,0.014,0.014,2.08,0.683,0.06
ptn1,RF-Scorev3@GlideSP,1.0,12.95,128,7312,74,16.775,0.943,16.453,0.562,22.67,0.161,0.155,12.95,0.749,0.378
pur2,RF-Scorev3@GlideSP,1.0,0.0,50,2717,28,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.768,0.006
pygm,RF-Scorev3@GlideSP,1.0,2.58,77,3978,40,1.998,0.727,2.663,0.508,4.994,0.022,0.021,2.58,0.566,0.055
pyrd,RF-Scorev3@GlideSP,1.0,9.14,109,6070,61,10.012,0.915,10.738,0.542,16.413,0.111,0.106,9.14,0.723,0.212
reni,RF-Scorev3@GlideSP,1.0,1.8,104,7010,71,1.896,0.646,1.822,0.504,2.67,0.01,0.01,1.8,0.65,0.099
rock1,RF-Scorev3@GlideSP,1.0,0.99,99,6263,63,0.986,0.497,0.99,0.5,1.565,-0.0,-0.0,0.99,0.72,0.018
rxra,RF-Scorev3@GlideSP,1.0,4.13,113,4673,47,4.694,0.817,4.477,0.516,9.987,0.05,0.045,4.13,0.722,0.076
sahh,RF-Scorev3@GlideSP,1.0,0.0,63,3477,35,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.653,0.001
src,RF-Scorev3@GlideSP,1.0,0.37,519,34158,342,1.923,0.268,0.366,0.497,0.562,-0.008,-0.008,0.37,0.626,0.008
tgfr1,RF-Scorev3@GlideSP,1.0,1.42,133,8465,85,1.896,0.588,1.43,0.502,2.231,0.005,0.005,1.42,0.706,0.035
thb,RF-Scorev3@GlideSP,1.0,1.22,97,4975,50,1.189,0.551,1.225,0.501,2.379,0.003,0.003,1.22,0.545,0.059
thrb,RF-Scorev3@GlideSP,1.0,5.17,452,26837,269,23.423,0.848,5.568,0.521,8.708,0.055,0.053,5.17,0.75,0.148
try1,RF-Scorev3@GlideSP,1.0,3.88,439,21780,218,17.049,0.805,4.124,0.515,7.821,0.042,0.039,3.88,0.763,0.103
tryb1,RF-Scorev3@GlideSP,1.0,4.08,148,7660,77,6.07,0.813,4.344,0.516,7.883,0.044,0.041,4.08,0.7,0.113
tysy,RF-Scorev3@GlideSP,1.0,5.25,109,6758,68,5.758,0.849,5.643,0.522,8.468,0.055,0.053,5.25,0.647,0.215
urok,RF-Scorev3@GlideSP,1.0,3.3,162,9687,97,5.353,0.774,3.434,0.512,5.519,0.03,0.029,3.3,0.713,0.106
vgfr2,RF-Scorev3@GlideSP,1.0,3.14,379,17864,179,11.925,0.767,3.293,0.511,6.662,0.032,0.03,3.14,0.607,0.083
wee1,RF-Scorev3@GlideSP,1.0,41.87,102,6123,62,43.244,0.993,136.104,0.71,69.749,0.538,0.521,41.87,0.821,0.845
xiap,RF-Scorev3@GlideSP,1.0,8.44,99,5117,52,8.491,0.908,9.892,0.539,16.329,0.106,0.1,8.44,0.81,0.2
aa2ar,NNscore1.0@GlideSP,1.0,2.13,481,10862,109,10.281,0.692,2.248,0.506,9.432,0.024,0.019,2.13,0.633,0.074
abl1,NNscore1.0@GlideSP,1.0,4.79,180,9814,99,8.698,0.838,5.155,0.519,8.785,0.052,0.05,4.79,0.572,0.117
ace,NNscore1.0@GlideSP,1.0,7.64,278,17051,171,21.3,0.896,8.585,0.534,12.456,0.086,0.083,7.64,0.655,0.262
aces,NNscore1.0@GlideSP,1.0,8.12,441,25390,254,35.823,0.903,9.289,0.536,14.104,0.095,0.092,8.12,0.736,0.198
ada,NNscore1.0@GlideSP,1.0,0.75,93,5527,56,0.707,0.428,0.747,0.499,1.262,-0.003,-0.003,0.75,0.456,0.036
ada17,NNscore1.0@GlideSP,1.0,4.97,516,36010,361,25.709,0.841,5.274,0.52,7.122,0.048,0.047,4.97,0.744,0.135
adrb1,NNscore1.0@GlideSP,1.0,1.52,247,15925,160,3.772,0.605,1.533,0.503,2.358,0.007,0.006,1.52,0.667,0.045
adrb2,NNscore1.0@GlideSP,1.0,1.34,231,14649,147,3.106,0.574,1.347,0.502,2.113,0.004,0.004,1.34,0.672,0.057
akt1,NNscore1.0@GlideSP,1.0,1.42,292,16176,162,4.153,0.589,1.431,0.502,2.563,0.006,0.005,1.42,0.565,0.046
akt2,NNscore1.0@GlideSP,1.0,2.64,116,6745,68,3.087,0.731,2.718,0.508,4.54,0.022,0.021,2.64,0.594,0.085
aldr,NNscore1.0@GlideSP,1.0,1.37,158,9054,91,2.176,0.58,1.379,0.502,2.391,0.005,0.005,1.37,0.55,0.042
ampc,NNscore1.0@GlideSP,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.522,0.0
andr,NNscore1.0@GlideSP,1.0,3.77,178,10025,101,6.761,0.799,3.969,0.514,6.694,0.038,0.036,3.77,0.621,0.112
aofb,NNscore1.0@GlideSP,1.0,2.39,121,6975,70,2.902,0.71,2.45,0.507,4.146,0.019,0.018,2.39,0.571,0.042
bace1,NNscore1.0@GlideSP,1.0,3.33,280,17898,179,9.325,0.776,3.458,0.512,5.21,0.03,0.029,3.33,0.767,0.122
braf,NNscore1.0@GlideSP,1.0,3.64,150,9887,99,5.467,0.791,3.794,0.513,5.522,0.033,0.032,3.64,0.634,0.084
cah2,NNscore1.0@GlideSP,1.0,0.61,492,31266,313,3.004,0.377,0.606,0.498,0.96,-0.005,-0.005,0.61,0.522,0.04
casp3,NNscore1.0@GlideSP,1.0,0.86,199,10828,109,1.723,0.462,0.858,0.499,1.581,-0.002,-0.002,0.86,0.659,0.037
cdk2,NNscore1.0@GlideSP,1.0,2.26,471,27755,278,10.662,0.698,2.31,0.506,3.835,0.017,0.016,2.26,0.58,0.068
comt,NNscore1.0@GlideSP,1.0,0.0,41,3872,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,0.319,0.0
cp2c9,NNscore1.0@GlideSP,1.0,3.29,120,7325,74,3.988,0.774,3.42,0.512,5.39,0.03,0.029,3.29,0.59,0.073
cp3a4,NNscore1.0@GlideSP,1.0,2.58,160,11766,118,4.14,0.725,2.637,0.508,3.508,0.019,0.018,2.58,0.58,0.071
csf1r,NNscore1.0@GlideSP,1.0,5.66,164,12006,121,9.355,0.858,6.05,0.524,7.731,0.055,0.055,5.66,0.673,0.133
cxcr4,NNscore1.0@GlideSP,1.0,2.5,39,3413,35,1.0,0.718,2.544,0.508,2.857,0.016,0.016,2.5,0.591,0.07
def,NNscore1.0@GlideSP,1.0,8.79,99,5758,58,8.766,0.911,10.177,0.54,15.113,0.104,0.1,8.79,0.687,0.177
dhi1,NNscore1.0@GlideSP,1.0,7.0,329,19461,195,23.076,0.886,7.805,0.531,11.834,0.079,0.076,7.0,0.703,0.171
dpp4,NNscore1.0@GlideSP,1.0,4.17,532,40888,409,22.191,0.813,4.352,0.516,5.426,0.037,0.036,4.17,0.523,0.107
drd3,NNscore1.0@GlideSP,1.0,1.37,478,33326,334,6.563,0.579,1.377,0.502,1.965,0.004,0.004,1.37,0.59,0.044
dyr,NNscore1.0@GlideSP,1.0,0.89,231,17074,171,2.059,0.471,0.889,0.499,1.204,-0.001,-0.001,0.89,0.629,0.04
egfr,NNscore1.0@GlideSP,1.0,3.87,540,34875,349,20.913,0.802,4.053,0.515,5.992,0.036,0.035,3.87,0.517,0.08
esr1,NNscore1.0@GlideSP,1.0,2.51,375,20175,202,9.424,0.721,2.584,0.508,4.665,0.021,0.02,2.51,0.758,0.098
esr2,NNscore1.0@GlideSP,1.0,1.21,363,19336,194,4.407,0.549,1.215,0.501,2.272,0.003,0.003,1.21,0.768,0.053
fa10,NNscore1.0@GlideSP,1.0,3.92,537,20046,201,21.107,0.81,4.263,0.515,10.501,0.049,0.043,3.92,0.733,0.158
fa7,NNscore1.0@GlideSP,1.0,11.2,114,6114,62,12.948,0.933,13.892,0.553,20.883,0.142,0.136,11.2,0.84,0.293
fabp4,NNscore1.0@GlideSP,1.0,3.45,47,2518,26,1.674,0.783,3.619,0.513,6.44,0.035,0.033,3.45,0.762,0.118
fak1,NNscore1.0@GlideSP,1.0,7.95,99,5388,54,7.888,0.901,9.139,0.535,14.607,0.096,0.091,7.95,0.639,0.17
fgfr1,NNscore1.0@GlideSP,1.0,1.32,129,435,5,1.957,0.604,1.526,0.503,39.145,0.022,0.007,1.32,0.52,0.418
fkb1a,NNscore1.0@GlideSP,1.0,2.19,111,5887,59,2.436,0.691,2.241,0.506,4.129,0.017,0.016,2.19,0.732,0.096
fnta,NNscore1.0@GlideSP,1.0,1.15,589,51372,514,6.777,0.535,1.152,0.501,1.319,0.002,0.002,1.15,0.642,0.044
fpps,NNscore1.0@GlideSP,1.0,39.6,85,8817,89,33.977,0.984,63.436,0.697,39.973,0.385,0.384,39.6,0.885,0.867
gcr,NNscore1.0@GlideSP,1.0,2.39,183,12612,127,4.404,0.709,2.44,0.507,3.468,0.017,0.017,2.39,0.716,0.084
glcm,NNscore1.0@GlideSP,1.0,0.0,54,3834,39,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.708,0.018
gria2,NNscore1.0@GlideSP,1.0,4.12,158,11662,117,6.531,0.811,4.304,0.516,5.582,0.037,0.036,4.12,0.539,0.091
grik1,NNscore1.0@GlideSP,1.0,8.47,101,6620,67,8.658,0.905,9.579,0.538,12.923,0.094,0.092,8.47,0.647,0.183
