Target,Model,EF1,AUC_ROC,AUC,BEDROC,Source
ptn1,NNscore(ODDT)@GlideSP,3.13,0.537,0.347,0.123,https://doi.org/10.1093/bib/bbaa070
pur2,NNscore(ODDT)@GlideSP,0,0.650,0.319,0.013,https://doi.org/10.1093/bib/bbaa070
pygm,NNscore(ODDT)@GlideSP,1.72,0.532,0.310,0.060,https://doi.org/10.1093/bib/bbaa070
pyrd,NNscore(ODDT)@GlideSP,9.14,0.702,0.433,0.193,https://doi.org/10.1093/bib/bbaa070
reni,NNscore(ODDT)@GlideSP,1.80,0.506,0.285,0.068,https://doi.org/10.1093/bib/bbaa070
rock1,NNscore(ODDT)@GlideSP,0.49,0.593,0.318,0.023,https://doi.org/10.1093/bib/bbaa070
rxra,NNscore(ODDT)@GlideSP,0.69,0.756,0.397,0.046,https://doi.org/10.1093/bib/bbaa070
sahh,NNscore(ODDT)@GlideSP,0,0.376,0.220,0.000,https://doi.org/10.1093/bib/bbaa070
src,NNscore(ODDT)@GlideSP,2.08,0.543,0.323,0.055,https://doi.org/10.1093/bib/bbaa070
tgfr1,NNscore(ODDT)@GlideSP,0,0.431,0.249,0.001,https://doi.org/10.1093/bib/bbaa070
thb,NNscore(ODDT)@GlideSP,3.06,0.653,0.392,0.121,https://doi.org/10.1093/bib/bbaa070
thrb,NNscore(ODDT)@GlideSP,1.41,0.513,0.299,0.045,https://doi.org/10.1093/bib/bbaa070
try1,NNscore(ODDT)@GlideSP,0.94,0.559,0.311,0.032,https://doi.org/10.1093/bib/bbaa070
tryb1,NNscore(ODDT)@GlideSP,0.58,0.628,0.339,0.038,https://doi.org/10.1093/bib/bbaa070
tysy,NNscore(ODDT)@GlideSP,1.31,0.527,0.303,0.069,https://doi.org/10.1093/bib/bbaa070
urok,NNscore(ODDT)@GlideSP,0.33,0.624,0.332,0.018,https://doi.org/10.1093/bib/bbaa070
vgfr2,NNscore(ODDT)@GlideSP,0.52,0.464,0.271,0.015,https://doi.org/10.1093/bib/bbaa070
wee1,NNscore(ODDT)@GlideSP,24.55,0.897,0.716,0.573,https://doi.org/10.1093/bib/bbaa070
xiap,NNscore(ODDT)@GlideSP,0.77,0.599,0.324,0.024,https://doi.org/10.1093/bib/bbaa070
aa2ar,RF-Scorev1(ODDT)@GlideSP,0.24,0.685,0.360,0.021,https://doi.org/10.1093/bib/bbaa070
abl1,RF-Scorev1(ODDT)@GlideSP,0,0.727,0.388,0.027,https://doi.org/10.1093/bib/bbaa070
ace,RF-Scorev1(ODDT)@GlideSP,6.19,0.575,0.375,0.230,https://doi.org/10.1093/bib/bbaa070
aces,RF-Scorev1(ODDT)@GlideSP,1.22,0.567,0.335,0.046,https://doi.org/10.1093/bib/bbaa070
ada,RF-Scorev1(ODDT)@GlideSP,0,0.589,0.327,0.013,https://doi.org/10.1093/bib/bbaa070
ada17,RF-Scorev1(ODDT)@GlideSP,0.11,0.489,0.271,0.005,https://doi.org/10.1093/bib/bbaa070
adrb1,RF-Scorev1(ODDT)@GlideSP,4.56,0.542,0.338,0.117,https://doi.org/10.1093/bib/bbaa070
adrb2,RF-Scorev1(ODDT)@GlideSP,2.46,0.540,0.323,0.081,https://doi.org/10.1093/bib/bbaa070
akt1,RF-Scorev1(ODDT)@GlideSP,2.38,0.657,0.359,0.055,https://doi.org/10.1093/bib/bbaa070
akt2,RF-Scorev1(ODDT)@GlideSP,0.53,0.716,0.394,0.030,https://doi.org/10.1093/bib/bbaa070
aldr,RF-Scorev1(ODDT)@GlideSP,1.37,0.504,0.296,0.031,https://doi.org/10.1093/bib/bbaa070
ampc,RF-Scorev1(ODDT)@GlideSP,1.58,0.420,0.253,0.018,https://doi.org/10.1093/bib/bbaa070
andr,RF-Scorev1(ODDT)@GlideSP,6.90,0.628,0.379,0.169,https://doi.org/10.1093/bib/bbaa070
aofb,RF-Scorev1(ODDT)@GlideSP,1.80,0.499,0.299,0.051,https://doi.org/10.1093/bib/bbaa070
bace1,RF-Scorev1(ODDT)@GlideSP,5.17,0.667,0.407,0.148,https://doi.org/10.1093/bib/bbaa070
braf,RF-Scorev1(ODDT)@GlideSP,1.21,0.708,0.373,0.038,https://doi.org/10.1093/bib/bbaa070
cah2,RF-Scorev1(ODDT)@GlideSP,3.42,0.436,0.279,0.078,https://doi.org/10.1093/bib/bbaa070
casp3,RF-Scorev1(ODDT)@GlideSP,0,0.340,0.217,0.000,https://doi.org/10.1093/bib/bbaa070
cdk2,RF-Scorev1(ODDT)@GlideSP,0.38,0.616,0.328,0.024,https://doi.org/10.1093/bib/bbaa070
comt,RF-Scorev1(ODDT)@GlideSP,0,0.227,0.185,0.000,https://doi.org/10.1093/bib/bbaa070
cp2c9,RF-Scorev1(ODDT)@GlideSP,2.19,0.573,0.333,0.061,https://doi.org/10.1093/bib/bbaa070
cp3a4,RF-Scorev1(ODDT)@GlideSP,1.43,0.566,0.321,0.056,https://doi.org/10.1093/bib/bbaa070
csf1r,RF-Scorev1(ODDT)@GlideSP,3.54,0.742,0.398,0.065,https://doi.org/10.1093/bib/bbaa070
cxcr4,RF-Scorev1(ODDT)@GlideSP,3.33,0.636,0.347,0.091,https://doi.org/10.1093/bib/bbaa070
def,RF-Scorev1(ODDT)@GlideSP,3.14,0.627,0.394,0.137,https://doi.org/10.1093/bib/bbaa070
dhi1,RF-Scorev1(ODDT)@GlideSP,0.39,0.655,0.351,0.034,https://doi.org/10.1093/bib/bbaa070
dpp4,RF-Scorev1(ODDT)@GlideSP,1.03,0.624,0.342,0.039,https://doi.org/10.1093/bib/bbaa070
drd3,RF-Scorev1(ODDT)@GlideSP,1.94,0.545,0.315,0.057,https://doi.org/10.1093/bib/bbaa070
dyr,RF-Scorev1(ODDT)@GlideSP,0.36,0.633,0.335,0.019,https://doi.org/10.1093/bib/bbaa070
egfr,RF-Scorev1(ODDT)@GlideSP,2.66,0.650,0.367,0.066,https://doi.org/10.1093/bib/bbaa070
esr1,RF-Scorev1(ODDT)@GlideSP,22.06,0.740,0.562,0.514,https://doi.org/10.1093/bib/bbaa070
esr2,RF-Scorev1(ODDT)@GlideSP,15.10,0.718,0.484,0.355,https://doi.org/10.1093/bib/bbaa070
fa10,RF-Scorev1(ODDT)@GlideSP,2.27,0.815,0.466,0.116,https://doi.org/10.1093/bib/bbaa070
fa7,RF-Scorev1(ODDT)@GlideSP,4.29,0.834,0.486,0.167,https://doi.org/10.1093/bib/bbaa070
fabp4,RF-Scorev1(ODDT)@GlideSP,6.91,0.649,0.418,0.176,https://doi.org/10.1093/bib/bbaa070
fak1,RF-Scorev1(ODDT)@GlideSP,0,0.750,0.379,0.011,https://doi.org/10.1093/bib/bbaa070
fgfr1,RF-Scorev1(ODDT)@GlideSP,0.88,0.518,0.265,0.469,https://doi.org/10.1093/bib/bbaa070
fkb1a,RF-Scorev1(ODDT)@GlideSP,0,0.485,0.268,0.002,https://doi.org/10.1093/bib/bbaa070
fnta,RF-Scorev1(ODDT)@GlideSP,1.82,0.668,0.355,0.051,https://doi.org/10.1093/bib/bbaa070
fpps,RF-Scorev1(ODDT)@GlideSP,0,0.243,0.190,0.000,https://doi.org/10.1093/bib/bbaa070
gcr,RF-Scorev1(ODDT)@GlideSP,5.68,0.683,0.424,0.181,https://doi.org/10.1093/bib/bbaa070
glcm,RF-Scorev1(ODDT)@GlideSP,0,0.229,0.193,0.007,https://doi.org/10.1093/bib/bbaa070
gria2,RF-Scorev1(ODDT)@GlideSP,0,0.609,0.325,0.011,https://doi.org/10.1093/bib/bbaa070
grik1,RF-Scorev1(ODDT)@GlideSP,0.65,0.458,0.284,0.021,https://doi.org/10.1093/bib/bbaa070
hdac2,RF-Scorev1(ODDT)@GlideSP,4.33,0.654,0.370,0.090,https://doi.org/10.1093/bib/bbaa070
hdac8,RF-Scorev1(ODDT)@GlideSP,2.23,0.701,0.395,0.065,https://doi.org/10.1093/bib/bbaa070
hivint,RF-Scorev1(ODDT)@GlideSP,0,0.425,0.253,0.006,https://doi.org/10.1093/bib/bbaa070
hivpr,RF-Scorev1(ODDT)@GlideSP,13.96,0.714,0.475,0.395,https://doi.org/10.1093/bib/bbaa070
hivrt,RF-Scorev1(ODDT)@GlideSP,0.18,0.513,0.290,0.017,https://doi.org/10.1093/bib/bbaa070
hmdh,RF-Scorev1(ODDT)@GlideSP,1.67,0.537,0.310,0.059,https://doi.org/10.1093/bib/bbaa070
hs90a,RF-Scorev1(ODDT)@GlideSP,0.83,0.538,0.301,0.025,https://doi.org/10.1093/bib/bbaa070
hxk4,RF-Scorev1(ODDT)@GlideSP,0.79,0.643,0.340,0.020,https://doi.org/10.1093/bib/bbaa070
igf1r,RF-Scorev1(ODDT)@GlideSP,0,0.628,0.346,0.010,https://doi.org/10.1093/bib/bbaa070
inha,RF-Scorev1(ODDT)@GlideSP,1.44,0.631,0.330,0.024,https://doi.org/10.1093/bib/bbaa070
ital,RF-Scorev1(ODDT)@GlideSP,1.75,0.486,0.290,0.043,https://doi.org/10.1093/bib/bbaa070
jak2,RF-Scorev1(ODDT)@GlideSP,3.30,0.739,0.406,0.075,https://doi.org/10.1093/bib/bbaa070
kif11,RF-Scorev1(ODDT)@GlideSP,7.09,0.688,0.436,0.204,https://doi.org/10.1093/bib/bbaa070
kit,RF-Scorev1(ODDT)@GlideSP,2.79,0.684,0.382,0.076,https://doi.org/10.1093/bib/bbaa070
kith,RF-Scorev1(ODDT)@GlideSP,0,0.328,0.229,0.002,https://doi.org/10.1093/bib/bbaa070
kpcb,RF-Scorev1(ODDT)@GlideSP,1.27,0.542,0.310,0.040,https://doi.org/10.1093/bib/bbaa070
lck,RF-Scorev1(ODDT)@GlideSP,3.24,0.625,0.348,0.075,https://doi.org/10.1093/bib/bbaa070
lkha4,RF-Scorev1(ODDT)@GlideSP,3.31,0.605,0.369,0.114,https://doi.org/10.1093/bib/bbaa070
mapk2,RF-Scorev1(ODDT)@GlideSP,1.46,0.633,0.336,0.057,https://doi.org/10.1093/bib/bbaa070
mcr,RF-Scorev1(ODDT)@GlideSP,9.12,0.714,0.470,0.283,https://doi.org/10.1093/bib/bbaa070
met,RF-Scorev1(ODDT)@GlideSP,1.64,0.763,0.433,0.067,https://doi.org/10.1093/bib/bbaa070
mk01,RF-Scorev1(ODDT)@GlideSP,0,0.767,0.414,0.027,https://doi.org/10.1093/bib/bbaa070
mk10,RF-Scorev1(ODDT)@GlideSP,2.15,0.730,0.405,0.079,https://doi.org/10.1093/bib/bbaa070
mk14,RF-Scorev1(ODDT)@GlideSP,1.75,0.705,0.385,0.053,https://doi.org/10.1093/bib/bbaa070
mmp13,RF-Scorev1(ODDT)@GlideSP,0,0.452,0.256,0.004,https://doi.org/10.1093/bib/bbaa070
mp2k1,RF-Scorev1(ODDT)@GlideSP,0,0.539,0.303,0.013,https://doi.org/10.1093/bib/bbaa070
nos1,RF-Scorev1(ODDT)@GlideSP,1.28,0.573,0.310,0.034,https://doi.org/10.1093/bib/bbaa070
nram,RF-Scorev1(ODDT)@GlideSP,0,0.467,0.256,0.007,https://doi.org/10.1093/bib/bbaa070
pa2ga,RF-Scorev1(ODDT)@GlideSP,3.16,0.678,0.395,0.071,https://doi.org/10.1093/bib/bbaa070
parp1,RF-Scorev1(ODDT)@GlideSP,0.54,0.614,0.329,0.021,https://doi.org/10.1093/bib/bbaa070
pde5a,RF-Scorev1(ODDT)@GlideSP,0.30,0.580,0.306,0.014,https://doi.org/10.1093/bib/bbaa070
pgh1,RF-Scorev1(ODDT)@GlideSP,0,0.497,0.281,0.005,https://doi.org/10.1093/bib/bbaa070
pgh2,RF-Scorev1(ODDT)@GlideSP,0,0.486,0.270,0.005,https://doi.org/10.1093/bib/bbaa070
plk1,RF-Scorev1(ODDT)@GlideSP,9.15,0.745,0.470,0.208,https://doi.org/10.1093/bib/bbaa070
pnph,RF-Scorev1(ODDT)@GlideSP,4.80,0.746,0.459,0.154,https://doi.org/10.1093/bib/bbaa070
ppara,RF-Scorev1(ODDT)@GlideSP,4.65,0.696,0.428,0.179,https://doi.org/10.1093/bib/bbaa070
ppard,RF-Scorev1(ODDT)@GlideSP,2.78,0.601,0.350,0.075,https://doi.org/10.1093/bib/bbaa070
pparg,RF-Scorev1(ODDT)@GlideSP,4.29,0.649,0.397,0.142,https://doi.org/10.1093/bib/bbaa070
prgr,RF-Scorev1(ODDT)@GlideSP,6.82,0.597,0.348,0.122,https://doi.org/10.1093/bib/bbaa070
ptn1,RF-Scorev1(ODDT)@GlideSP,8.93,0.618,0.379,0.221,https://doi.org/10.1093/bib/bbaa070
pur2,RF-Scorev1(ODDT)@GlideSP,0,0.798,0.474,0.243,https://doi.org/10.1093/bib/bbaa070
pygm,RF-Scorev1(ODDT)@GlideSP,0,0.471,0.273,0.007,https://doi.org/10.1093/bib/bbaa070
pyrd,RF-Scorev1(ODDT)@GlideSP,1.52,0.610,0.332,0.050,https://doi.org/10.1093/bib/bbaa070
reni,RF-Scorev1(ODDT)@GlideSP,2.06,0.688,0.387,0.130,https://doi.org/10.1093/bib/bbaa070
rock1,RF-Scorev1(ODDT)@GlideSP,1.48,0.638,0.339,0.042,https://doi.org/10.1093/bib/bbaa070
rxra,RF-Scorev1(ODDT)@GlideSP,15.82,0.712,0.477,0.355,https://doi.org/10.1093/bib/bbaa070
sahh,RF-Scorev1(ODDT)@GlideSP,0,0.445,0.253,0.008,https://doi.org/10.1093/bib/bbaa070
src,RF-Scorev1(ODDT)@GlideSP,0.86,0.599,0.321,0.022,https://doi.org/10.1093/bib/bbaa070
tgfr1,RF-Scorev1(ODDT)@GlideSP,0.71,0.682,0.358,0.026,https://doi.org/10.1093/bib/bbaa070
thb,RF-Scorev1(ODDT)@GlideSP,1.22,0.639,0.385,0.106,https://doi.org/10.1093/bib/bbaa070
thrb,RF-Scorev1(ODDT)@GlideSP,1.41,0.727,0.377,0.045,https://doi.org/10.1093/bib/bbaa070
try1,RF-Scorev1(ODDT)@GlideSP,2.68,0.762,0.423,0.096,https://doi.org/10.1093/bib/bbaa070
tryb1,RF-Scorev1(ODDT)@GlideSP,10.49,0.748,0.479,0.219,https://doi.org/10.1093/bib/bbaa070
tysy,RF-Scorev1(ODDT)@GlideSP,0.66,0.555,0.335,0.067,https://doi.org/10.1093/bib/bbaa070
urok,RF-Scorev1(ODDT)@GlideSP,0.33,0.665,0.337,0.019,https://doi.org/10.1093/bib/bbaa070
vgfr2,RF-Scorev1(ODDT)@GlideSP,2.97,0.659,0.362,0.092,https://doi.org/10.1093/bib/bbaa070
wee1,RF-Scorev1(ODDT)@GlideSP,0,0.762,0.413,0.023,https://doi.org/10.1093/bib/bbaa070
xiap,RF-Scorev1(ODDT)@GlideSP,9.21,0.801,0.525,0.262,https://doi.org/10.1093/bib/bbaa070
aa2ar,RF-Scorev2(ODDT)@GlideSP,2.74,0.764,0.448,0.114,https://doi.org/10.1093/bib/bbaa070
abl1,RF-Scorev2(ODDT)@GlideSP,4.10,0.774,0.460,0.158,https://doi.org/10.1093/bib/bbaa070
ace,RF-Scorev2(ODDT)@GlideSP,8.30,0.565,0.380,0.277,https://doi.org/10.1093/bib/bbaa070
aces,RF-Scorev2(ODDT)@GlideSP,2.45,0.566,0.342,0.073,https://doi.org/10.1093/bib/bbaa070
ada,RF-Scorev2(ODDT)@GlideSP,1.88,0.601,0.338,0.075,https://doi.org/10.1093/bib/bbaa070
ada17,RF-Scorev2(ODDT)@GlideSP,1.80,0.607,0.355,0.056,https://doi.org/10.1093/bib/bbaa070
adrb1,RF-Scorev2(ODDT)@GlideSP,4.35,0.566,0.346,0.119,https://doi.org/10.1093/bib/bbaa070
adrb2,RF-Scorev2(ODDT)@GlideSP,5.81,0.559,0.361,0.165,https://doi.org/10.1093/bib/bbaa070
akt1,RF-Scorev2(ODDT)@GlideSP,6.68,0.719,0.421,0.156,https://doi.org/10.1093/bib/bbaa070
akt2,RF-Scorev2(ODDT)@GlideSP,6.34,0.748,0.446,0.162,https://doi.org/10.1093/bib/bbaa070
aldr,RF-Scorev2(ODDT)@GlideSP,1.82,0.490,0.297,0.055,https://doi.org/10.1093/bib/bbaa070
ampc,RF-Scorev2(ODDT)@GlideSP,1.58,0.411,0.254,0.029,https://doi.org/10.1093/bib/bbaa070
andr,RF-Scorev2(ODDT)@GlideSP,3.77,0.674,0.389,0.125,https://doi.org/10.1093/bib/bbaa070
aofb,RF-Scorev2(ODDT)@GlideSP,1.20,0.516,0.301,0.040,https://doi.org/10.1093/bib/bbaa070
bace1,RF-Scorev2(ODDT)@GlideSP,7.87,0.664,0.412,0.195,https://doi.org/10.1093/bib/bbaa070
braf,RF-Scorev2(ODDT)@GlideSP,3.64,0.808,0.477,0.121,https://doi.org/10.1093/bib/bbaa070
cah2,RF-Scorev2(ODDT)@GlideSP,6.96,0.567,0.356,0.165,https://doi.org/10.1093/bib/bbaa070
casp3,RF-Scorev2(ODDT)@GlideSP,0.29,0.401,0.238,0.008,https://doi.org/10.1093/bib/bbaa070
cdk2,RF-Scorev2(ODDT)@GlideSP,1.38,0.692,0.379,0.057,https://doi.org/10.1093/bib/bbaa070
comt,RF-Scorev2(ODDT)@GlideSP,0,0.196,0.179,0.000,https://doi.org/10.1093/bib/bbaa070
cp2c9,RF-Scorev2(ODDT)@GlideSP,3.84,0.574,0.342,0.100,https://doi.org/10.1093/bib/bbaa070
cp3a4,RF-Scorev2(ODDT)@GlideSP,6.60,0.648,0.406,0.177,https://doi.org/10.1093/bib/bbaa070
csf1r,RF-Scorev2(ODDT)@GlideSP,6.73,0.777,0.465,0.177,https://doi.org/10.1093/bib/bbaa070
cxcr4,RF-Scorev2(ODDT)@GlideSP,3.33,0.633,0.332,0.093,https://doi.org/10.1093/bib/bbaa070
def,RF-Scorev2(ODDT)@GlideSP,3.14,0.630,0.377,0.113,https://doi.org/10.1093/bib/bbaa070
dhi1,RF-Scorev2(ODDT)@GlideSP,3.69,0.635,0.355,0.090,https://doi.org/10.1093/bib/bbaa070
dpp4,RF-Scorev2(ODDT)@GlideSP,5.41,0.660,0.391,0.129,https://doi.org/10.1093/bib/bbaa070
drd3,RF-Scorev2(ODDT)@GlideSP,2.29,0.594,0.349,0.068,https://doi.org/10.1093/bib/bbaa070
dyr,RF-Scorev2(ODDT)@GlideSP,2.31,0.678,0.370,0.057,https://doi.org/10.1093/bib/bbaa070
egfr,RF-Scorev2(ODDT)@GlideSP,6.77,0.714,0.434,0.159,https://doi.org/10.1093/bib/bbaa070
esr1,RF-Scorev2(ODDT)@GlideSP,22.39,0.743,0.561,0.530,https://doi.org/10.1093/bib/bbaa070
esr2,RF-Scorev2(ODDT)@GlideSP,17.70,0.725,0.527,0.443,https://doi.org/10.1093/bib/bbaa070
fa10,RF-Scorev2(ODDT)@GlideSP,21.73,0.885,0.683,0.686,https://doi.org/10.1093/bib/bbaa070
fa7,RF-Scorev2(ODDT)@GlideSP,10.18,0.835,0.516,0.254,https://doi.org/10.1093/bib/bbaa070
fabp4,RF-Scorev2(ODDT)@GlideSP,6.91,0.612,0.410,0.147,https://doi.org/10.1093/bib/bbaa070
fak1,RF-Scorev2(ODDT)@GlideSP,11.49,0.820,0.501,0.223,https://doi.org/10.1093/bib/bbaa070
fgfr1,RF-Scorev2(ODDT)@GlideSP,1.75,0.508,0.261,0.564,https://doi.org/10.1093/bib/bbaa070
fkb1a,RF-Scorev2(ODDT)@GlideSP,0,0.469,0.263,0.002,https://doi.org/10.1093/bib/bbaa070
fnta,RF-Scorev2(ODDT)@GlideSP,7.88,0.805,0.497,0.236,https://doi.org/10.1093/bib/bbaa070
fpps,RF-Scorev2(ODDT)@GlideSP,0,0.204,0.180,0.000,https://doi.org/10.1093/bib/bbaa070
gcr,RF-Scorev2(ODDT)@GlideSP,5.08,0.703,0.408,0.133,https://doi.org/10.1093/bib/bbaa070
glcm,RF-Scorev2(ODDT)@GlideSP,0,0.376,0.227,0.000,https://doi.org/10.1093/bib/bbaa070
gria2,RF-Scorev2(ODDT)@GlideSP,0.34,0.585,0.317,0.010,https://doi.org/10.1093/bib/bbaa070
grik1,RF-Scorev2(ODDT)@GlideSP,0,0.420,0.264,0.018,https://doi.org/10.1093/bib/bbaa070
hdac2,RF-Scorev2(ODDT)@GlideSP,3.90,0.613,0.339,0.087,https://doi.org/10.1093/bib/bbaa070
hdac8,RF-Scorev2(ODDT)@GlideSP,0,0.665,0.343,0.007,https://doi.org/10.1093/bib/bbaa070
hivint,RF-Scorev2(ODDT)@GlideSP,0,0.411,0.250,0.010,https://doi.org/10.1093/bib/bbaa070
hivpr,RF-Scorev2(ODDT)@GlideSP,13.74,0.722,0.496,0.416,https://doi.org/10.1093/bib/bbaa070
hivrt,RF-Scorev2(ODDT)@GlideSP,0.54,0.531,0.303,0.034,https://doi.org/10.1093/bib/bbaa070
hmdh,RF-Scorev2(ODDT)@GlideSP,0.33,0.439,0.261,0.020,https://doi.org/10.1093/bib/bbaa070
hs90a,RF-Scorev2(ODDT)@GlideSP,1.66,0.556,0.327,0.045,https://doi.org/10.1093/bib/bbaa070
hxk4,RF-Scorev2(ODDT)@GlideSP,2.36,0.660,0.354,0.054,https://doi.org/10.1093/bib/bbaa070
igf1r,RF-Scorev2(ODDT)@GlideSP,10.64,0.734,0.479,0.244,https://doi.org/10.1093/bib/bbaa070
inha,RF-Scorev2(ODDT)@GlideSP,2.87,0.658,0.392,0.105,https://doi.org/10.1093/bib/bbaa070
ital,RF-Scorev2(ODDT)@GlideSP,4.80,0.540,0.326,0.102,https://doi.org/10.1093/bib/bbaa070
jak2,RF-Scorev2(ODDT)@GlideSP,13.87,0.819,0.521,0.275,https://doi.org/10.1093/bib/bbaa070
kif11,RF-Scorev2(ODDT)@GlideSP,11.65,0.740,0.519,0.341,https://doi.org/10.1093/bib/bbaa070
kit,RF-Scorev2(ODDT)@GlideSP,7.57,0.754,0.451,0.174,https://doi.org/10.1093/bib/bbaa070
kith,RF-Scorev2(ODDT)@GlideSP,0.75,0.367,0.256,0.032,https://doi.org/10.1093/bib/bbaa070
kpcb,RF-Scorev2(ODDT)@GlideSP,13.52,0.548,0.385,0.287,https://doi.org/10.1093/bib/bbaa070
lck,RF-Scorev2(ODDT)@GlideSP,14.01,0.781,0.509,0.293,https://doi.org/10.1093/bib/bbaa070
lkha4,RF-Scorev2(ODDT)@GlideSP,5.80,0.650,0.404,0.181,https://doi.org/10.1093/bib/bbaa070
mapk2,RF-Scorev2(ODDT)@GlideSP,0.49,0.630,0.350,0.031,https://doi.org/10.1093/bib/bbaa070
mcr,RF-Scorev2(ODDT)@GlideSP,5.21,0.828,0.490,0.205,https://doi.org/10.1093/bib/bbaa070
met,RF-Scorev2(ODDT)@GlideSP,18.90,0.858,0.607,0.387,https://doi.org/10.1093/bib/bbaa070
mk01,RF-Scorev2(ODDT)@GlideSP,4.29,0.803,0.464,0.126,https://doi.org/10.1093/bib/bbaa070
mk10,RF-Scorev2(ODDT)@GlideSP,5.92,0.764,0.450,0.151,https://doi.org/10.1093/bib/bbaa070
mk14,RF-Scorev2(ODDT)@GlideSP,7.66,0.713,0.418,0.168,https://doi.org/10.1093/bib/bbaa070
mmp13,RF-Scorev2(ODDT)@GlideSP,1.17,0.567,0.333,0.058,https://doi.org/10.1093/bib/bbaa070
mp2k1,RF-Scorev2(ODDT)@GlideSP,0,0.556,0.308,0.012,https://doi.org/10.1093/bib/bbaa070
nos1,RF-Scorev2(ODDT)@GlideSP,2.99,0.617,0.354,0.072,https://doi.org/10.1093/bib/bbaa070
nram,RF-Scorev2(ODDT)@GlideSP,0,0.571,0.277,0.000,https://doi.org/10.1093/bib/bbaa070
pa2ga,RF-Scorev2(ODDT)@GlideSP,6.33,0.618,0.388,0.153,https://doi.org/10.1093/bib/bbaa070
parp1,RF-Scorev2(ODDT)@GlideSP,3.92,0.672,0.371,0.087,https://doi.org/10.1093/bib/bbaa070
pde5a,RF-Scorev2(ODDT)@GlideSP,2.38,0.645,0.351,0.055,https://doi.org/10.1093/bib/bbaa070
pgh1,RF-Scorev2(ODDT)@GlideSP,0.45,0.537,0.300,0.029,https://doi.org/10.1093/bib/bbaa070
pgh2,RF-Scorev2(ODDT)@GlideSP,1.81,0.548,0.311,0.051,https://doi.org/10.1093/bib/bbaa070
plk1,RF-Scorev2(ODDT)@GlideSP,15.68,0.797,0.538,0.325,https://doi.org/10.1093/bib/bbaa070
pnph,RF-Scorev2(ODDT)@GlideSP,6.55,0.731,0.451,0.197,https://doi.org/10.1093/bib/bbaa070
ppara,RF-Scorev2(ODDT)@GlideSP,6.69,0.724,0.449,0.213,https://doi.org/10.1093/bib/bbaa070
ppard,RF-Scorev2(ODDT)@GlideSP,4.17,0.640,0.370,0.101,https://doi.org/10.1093/bib/bbaa070
pparg,RF-Scorev2(ODDT)@GlideSP,8.02,0.709,0.451,0.214,https://doi.org/10.1093/bib/bbaa070
prgr,RF-Scorev2(ODDT)@GlideSP,4.45,0.676,0.384,0.110,https://doi.org/10.1093/bib/bbaa070
ptn1,RF-Scorev2(ODDT)@GlideSP,9.38,0.678,0.455,0.303,https://doi.org/10.1093/bib/bbaa070
pur2,RF-Scorev2(ODDT)@GlideSP,0.99,0.805,0.428,0.096,https://doi.org/10.1093/bib/bbaa070
pygm,RF-Scorev2(ODDT)@GlideSP,0.86,0.526,0.296,0.032,https://doi.org/10.1093/bib/bbaa070
pyrd,RF-Scorev2(ODDT)@GlideSP,6.86,0.685,0.389,0.117,https://doi.org/10.1093/bib/bbaa070
reni,RF-Scorev2(ODDT)@GlideSP,6.96,0.743,0.446,0.305,https://doi.org/10.1093/bib/bbaa070
rock1,RF-Scorev2(ODDT)@GlideSP,6.90,0.764,0.443,0.186,https://doi.org/10.1093/bib/bbaa070
rxra,RF-Scorev2(ODDT)@GlideSP,8.94,0.813,0.491,0.258,https://doi.org/10.1093/bib/bbaa070
sahh,RF-Scorev2(ODDT)@GlideSP,1.68,0.628,0.326,0.088,https://doi.org/10.1093/bib/bbaa070
src,RF-Scorev2(ODDT)@GlideSP,0.98,0.680,0.376,0.041,https://doi.org/10.1093/bib/bbaa070
tgfr1,RF-Scorev2(ODDT)@GlideSP,2.13,0.766,0.443,0.117,https://doi.org/10.1093/bib/bbaa070
thb,RF-Scorev2(ODDT)@GlideSP,3.06,0.522,0.316,0.081,https://doi.org/10.1093/bib/bbaa070
thrb,RF-Scorev2(ODDT)@GlideSP,9.27,0.797,0.486,0.264,https://doi.org/10.1093/bib/bbaa070
try1,RF-Scorev2(ODDT)@GlideSP,6.43,0.780,0.457,0.185,https://doi.org/10.1093/bib/bbaa070
tryb1,RF-Scorev2(ODDT)@GlideSP,9.91,0.762,0.468,0.198,https://doi.org/10.1093/bib/bbaa070
tysy,RF-Scorev2(ODDT)@GlideSP,9.52,0.619,0.414,0.309,https://doi.org/10.1093/bib/bbaa070
urok,RF-Scorev2(ODDT)@GlideSP,2.31,0.716,0.383,0.070,https://doi.org/10.1093/bib/bbaa070
vgfr2,RF-Scorev2(ODDT)@GlideSP,1.05,0.635,0.336,0.034,https://doi.org/10.1093/bib/bbaa070
wee1,RF-Scorev2(ODDT)@GlideSP,30.32,0.897,0.776,0.670,https://doi.org/10.1093/bib/bbaa070
xiap,RF-Scorev2(ODDT)@GlideSP,12.28,0.799,0.546,0.296,https://doi.org/10.1093/bib/bbaa070
aa2ar,RF-Scorev3(ODDT)@GlideSP,4.65,0.749,0.447,0.153,https://doi.org/10.1093/bib/bbaa070
abl1,RF-Scorev3(ODDT)@GlideSP,5.81,0.754,0.450,0.162,https://doi.org/10.1093/bib/bbaa070
ace,RF-Scorev3(ODDT)@GlideSP,10.28,0.608,0.415,0.359,https://doi.org/10.1093/bib/bbaa070
