Target,Model,AUC,AUC_ROC,BEDROC,EF0.1,EF0.5,EF1,EF5,NEF0.1,NEF0.5,NEF1,NEF5,Source,Notes
ace2,NNscore2.0/GlideSP,,0.639,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ache,NNscore2.0/GlideSP,,0.526,0.054,,,,,0,0,2.35,0.985,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adam17,NNscore2.0/GlideSP,,0.576,0.054,,,,,0,0,2.37,1.488,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adrb2,NNscore2.0/GlideSP,,0.617,0.105,,,,,14.388,4.796,2.4,0.992,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
akt1,NNscore2.0/GlideSP,,0.618,0.162,,,,,15.154,5.051,5.05,3.031,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
alr2,NNscore2.0/GlideSP,,0.671,0.207,,,,,15.325,4.379,7.07,3.955,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ar,NNscore2.0/GlideSP,,0.83,0.335,,,,,0,5.643,6.45,4.938,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aurka,NNscore2.0/GlideSP,,0.624,0.074,,,,,0,0,0,2.543,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aurkb,NNscore2.0/GlideSP,,0.556,0.142,,,,,15.188,4.339,4.67,2.49,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
bcl2,NNscore2.0/GlideSP,,0.546,0.047,,,,,0,0,2.35,0.986,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
braf,NNscore2.0/GlideSP,,0.776,0.282,,,,,31,8.857,11.92,4.066,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
catl,NNscore2.0/GlideSP,,0.667,0.01,,,,,0,0,0,0.497,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cdk2,NNscore2.0/GlideSP,,0.644,0.071,,,,,0,0,2.49,1.495,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cox1,NNscore2.0/GlideSP,,0.622,0.009,,,,,0,0,0,1.538,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cox2,NNscore2.0/GlideSP,,0.882,0.471,,,,,0,4.622,12.84,9.673,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ctsk,NNscore2.0/GlideSP,,0.708,0.046,,,,,0,0,2.38,0.996,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cyp2a6,NNscore2.0/GlideSP,,0.652,0.007,,,,,0,0,0,0.555,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dhfr,NNscore2.0/GlideSP,,0.639,0.031,,,,,0,0,0,2.468,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
egfr,NNscore2.0/GlideSP,,0.635,0.145,,,,,0,4.414,4.75,2.026,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ephb4,NNscore2.0/GlideSP,,0.728,0.163,,,,,0,4.336,7,3.98,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
erbb2,NNscore2.0/GlideSP,,0.86,0.555,,,,,29.6,24.667,17.27,9.867,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
er-beta,NNscore2.0/GlideSP,,0.819,0.16,,,,,0,0,0,6.806,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fgfr1,NNscore2.0/GlideSP,,0.673,0.055,,,,,0,0,0,2.498,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fkbp1a,NNscore2.0/GlideSP,,0.648,0.003,,,,,0,0,0,0.522,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fxa,NNscore2.0/GlideSP,,0.747,0.164,,,,,15.295,5.098,2.55,4.079,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gba,NNscore2.0/GlideSP,,0.431,0.031,,,,,0,0,0,0.996,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gr,NNscore2.0/GlideSP,,0.638,0.163,,,,,15.288,4.368,4.7,3.945,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gsk3b,NNscore2.0/GlideSP,,0.55,0.015,,,,,0,0,0,0.494,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac2,NNscore2.0/GlideSP,,0.723,0.114,,,,,0,0,2.33,2.985,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac8,NNscore2.0/GlideSP,,0.419,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hiv1pr,NNscore2.0/GlideSP,,0.695,0.014,,,,,0,0,0,1.078,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hiv1rt,NNscore2.0/GlideSP,,0.537,0.088,,,,,0,4.575,2.46,1.575,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hmgr,NNscore2.0/GlideSP,,0.877,0.505,,,,,15.463,17.671,16.65,8.479,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hsp90,NNscore2.0/GlideSP,,0.578,0.042,,,,,0,0,2.33,1.493,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
igf1r,NNscore2.0/GlideSP,,0.607,0.004,,,,,0,0,0,0.505,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
inha,NNscore2.0/GlideSP,,0.487,0.133,,,,,15.313,8.75,4.71,1.482,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
itk,NNscore2.0/GlideSP,,0.468,0.073,,,,,0,4.35,2.34,0.998,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jak3,NNscore2.0/GlideSP,,0.695,0.153,,,,,0,0,2.49,3.491,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk1,NNscore2.0/GlideSP,,0.62,0.162,,,,,15.75,10.5,5.25,2.625,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk2,NNscore2.0/GlideSP,,0.617,0.204,,,,,0,5.004,7.51,4.071,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk3,NNscore2.0/GlideSP,,0.65,0.139,,,,,0,4.429,4.77,2.033,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kif11,NNscore2.0/GlideSP,,0.765,0.137,,,,,15.113,8.636,4.65,1.982,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
lck,NNscore2.0/GlideSP,,0.661,0.077,,,,,0,4.3,2.32,0.987,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mdm2,NNscore2.0/GlideSP,,0.77,0.172,,,,,0,9.983,4.99,4.493,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mk2,NNscore2.0/GlideSP,,0.626,0.192,,,,,15.73,10.486,5.24,2.666,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mmp2,NNscore2.0/GlideSP,,0.588,0.068,,,,,0,0,2.36,1.485,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
na,NNscore2.0/GlideSP,,0.902,0.099,,,,,0,0,0,5.995,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
p38-alpha,NNscore2.0/GlideSP,,0.601,0.015,,,,,0,0,0,1.478,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
parp-1,NNscore2.0/GlideSP,,0.653,0.046,,,,,0,0,0,0.989,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pde4b,NNscore2.0/GlideSP,,0.632,0.023,,,,,0,0,0,1.987,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pde5,NNscore2.0/GlideSP,,0.614,0.133,,,,,0,4.609,4.96,2.602,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pdk1,NNscore2.0/GlideSP,,0.693,0.025,,,,,0,0,0,2.081,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pi3kg,NNscore2.0/GlideSP,,0.606,0.035,,,,,0,0,0,1.526,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pim-1,NNscore2.0/GlideSP,,0.653,0.052,,,,,0,0,0,1.982,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pim-2,NNscore2.0/GlideSP,,0.585,0.093,,,,,0,0,2.38,3.047,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pnp,NNscore2.0/GlideSP,,0.751,0.086,,,,,0,0,2.37,2.486,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ppara,NNscore2.0/GlideSP,,0.751,0.248,,,,,0,9.982,7.49,5.779,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pparg,NNscore2.0/GlideSP,,0.643,0.226,,,,,0,9.5,4.75,3.5,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pr,NNscore2.0/GlideSP,,0.641,0.002,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
prkcq,NNscore2.0/GlideSP,,0.802,0.267,,,,,0,5.263,7.89,6.316,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pygl-in,NNscore2.0/GlideSP,,0.528,0.016,,,,,0,0,0,0.994,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pygl-out,NNscore2.0/GlideSP,,0.703,0.039,,,,,0,0,0,1.495,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
qpct,NNscore2.0/GlideSP,,0.454,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rock-1,NNscore2.0/GlideSP,,0.512,0.071,,,,,0,0,0,1.979,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rxr,NNscore2.0/GlideSP,,0.694,0.363,,,,,0,5.184,7.78,5.94,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
sars-hcov,NNscore2.0/GlideSP,,0.488,0.085,,,,,0,0,2.37,3.032,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
sirt2,NNscore2.0/GlideSP,,0.497,0.052,,,,,0,4.361,2.35,0.985,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
src,NNscore2.0/GlideSP,,0.557,0.117,,,,,0,4.436,4.78,2.545,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
thrombin,NNscore2.0/GlideSP,,0.733,0.164,,,,,15.934,4.553,4.9,3.657,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tie2,NNscore2.0/GlideSP,,0.625,0.177,,,,,0,9.992,7.49,1.998,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tk,NNscore2.0/GlideSP,,0.823,0.351,,,,,15.821,9.04,14.6,7.145,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tp,NNscore2.0/GlideSP,,0.612,0.149,,,,,16.419,5.473,2.99,2.576,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tpa,NNscore2.0/GlideSP,,0.677,0.066,,,,,0,5.092,2.55,1.036,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ts,NNscore2.0/GlideSP,,0.525,0.022,,,,,0,0,0,0.5,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
upa,NNscore2.0/GlideSP,,0.662,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
vegfr1,NNscore2.0/GlideSP,,0.672,0.107,,,,,0,0,2.5,2.627,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
vegfr2,NNscore2.0/GlideSP,,0.578,0.081,,,,,0,0,0,3.077,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
11betahsd1,OnionNet/GlideSP,,0.5,0.075,,,,,0,0,2.51,2.558,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
17betahsd1,OnionNet/GlideSP,,0.575,0.033,,,,,0,0,0,1.484,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
a2a,OnionNet/GlideSP,,0.636,0.123,,,,,0,0,2.36,2.971,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ace,OnionNet/GlideSP,,0.481,0.127,,,,,0,0,4.75,2.49,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ace2,OnionNet/GlideSP,,0.319,0.007,,,,,0,0,0,0.999,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ache,OnionNet/GlideSP,,0.539,0.118,,,,,15.263,4.361,2.35,2.462,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adam17,OnionNet/GlideSP,,0.73,0.201,,,,,0,8.786,9.46,3.472,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adrb2,OnionNet/GlideSP,,0.682,0.149,,,,,0,9.592,4.8,1.488,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
akt1,OnionNet/GlideSP,,0.587,0.012,,,,,0,0,0,1.01,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
alr2,OnionNet/GlideSP,,0.42,0.069,,,,,15.325,4.379,2.36,0.494,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ar,OnionNet/GlideSP,,0.706,0.12,,,,,0,0,3.22,2.821,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aurka,OnionNet/GlideSP,,0.603,0.074,,,,,0,4.432,2.39,2.543,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aurkb,OnionNet/GlideSP,,0.592,0.1,,,,,0,4.339,2.34,2.49,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
bcl2,OnionNet/GlideSP,,0.627,0.052,,,,,0,0,0,3.452,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
braf,OnionNet/GlideSP,,0.568,0.085,,,,,0,4.429,2.38,1.525,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
catl,OnionNet/GlideSP,,0.531,0.074,,,,,15.413,4.404,2.37,0.497,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cdk2,OnionNet/GlideSP,,0.57,0.004,,,,,0,0,0,0.498,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cox1,OnionNet/GlideSP,,0.455,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cox2,OnionNet/GlideSP,,0.478,0.113,,,,,23.108,4.622,2.57,1.075,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ctsk,OnionNet/GlideSP,,0.528,0.057,,,,,0,4.411,2.38,0.498,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cyp2a6,OnionNet/GlideSP,,0.465,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dhfr,OnionNet/GlideSP,,0.516,0.049,,,,,0,0,0,1.974,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
egfr,OnionNet/GlideSP,,0.547,0.139,,,,,0,4.414,4.75,2.026,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ephb4,OnionNet/GlideSP,,0.498,0.04,,,,,0,0,0,0.995,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
erbb2,OnionNet/GlideSP,,0.701,0.032,,,,,0,0,0,2.467,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
er-beta,OnionNet/GlideSP,,0.735,0.195,,,,,0,5.717,6.35,2.722,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fgfr1,OnionNet/GlideSP,,0.555,0.009,,,,,0,0,0,0.999,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fkbp1a,OnionNet/GlideSP,,0.705,0.161,,,,,0,0,4.98,3.135,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fxa,OnionNet/GlideSP,,0.692,0.01,,,,,0,0,0,1.02,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gba,OnionNet/GlideSP,,0.436,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gr,OnionNet/GlideSP,,0.566,0.167,,,,,0,4.368,7.06,2.959,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gsk3b,OnionNet/GlideSP,,0.657,0.167,,,,,0,4.307,6.96,2.471,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac2,OnionNet/GlideSP,,0.634,0.198,,,,,0,8.671,9.34,2.985,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac8,OnionNet/GlideSP,,0.406,0.065,,,,,0,4.407,2.37,0.498,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hiv1pr,OnionNet/GlideSP,,0.785,0.165,,,,,0,0,5.06,5.388,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hiv1rt,OnionNet/GlideSP,,0.526,0.021,,,,,0,0,0,1.05,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hmgr,OnionNet/GlideSP,,0.637,0.129,,,,,0,4.418,4.76,3.492,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hsp90,OnionNet/GlideSP,,0.479,0.05,,,,,0,4.336,2.33,0.498,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
igf1r,OnionNet/GlideSP,,0.596,0.161,,,,,14.897,4.966,2.48,3.535,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
inha,OnionNet/GlideSP,,0.478,0.039,,,,,0,0,2.36,0.988,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
itk,OnionNet/GlideSP,,0.673,0.096,,,,,0,4.35,2.34,2.995,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jak3,OnionNet/GlideSP,,0.638,0.013,,,,,0,0,0,0.499,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk1,OnionNet/GlideSP,,0.61,0.047,,,,,0,0,0,1.575,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk2,OnionNet/GlideSP,,0.466,0.022,,,,,0,0,0,1.018,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jnk3,OnionNet/GlideSP,,0.624,0.278,,,,,0,13.286,9.54,4.066,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kif11,OnionNet/GlideSP,,0.36,0.02,,,,,0,0,0,1.486,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
lck,OnionNet/GlideSP,,0.412,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mdm2,OnionNet/GlideSP,,0.506,0.04,,,,,0,0,0,0.998,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mk2,OnionNet/GlideSP,,0.703,0.21,,,,,15.73,10.486,5.24,3.732,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mmp2,OnionNet/GlideSP,,0.573,0.179,,,,,15.35,8.771,4.72,2.476,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
na,OnionNet/GlideSP,,0.912,0.483,,,,,30.975,17.7,16.68,8.993,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
p38-alpha,OnionNet/GlideSP,,0.65,0.057,,,,,0,0,2.35,1.971,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
parp-1,OnionNet/GlideSP,,0.715,0.215,,,,,15.075,8.614,4.64,3.954,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pde4b,OnionNet/GlideSP,,0.524,0.14,,,,,15.4,4.4,4.74,1.49,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pde5,OnionNet/GlideSP,,0.679,0.054,,,,,0,0,2.48,1.561,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pdk1,OnionNet/GlideSP,,0.544,0.043,,,,,0,0,0,1.561,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pi3kg,OnionNet/GlideSP,,0.685,0.282,,,,,15.513,8.864,7.16,5.086,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pim-1,OnionNet/GlideSP,,0.608,0.1,,,,,0,0,2.33,2.477,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pim-2,OnionNet/GlideSP,,0.596,0.055,,,,,0,0,2.38,2.031,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pnp,OnionNet/GlideSP,,0.495,0.084,,,,,0,4.404,2.37,0.994,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ppara,OnionNet/GlideSP,,0.391,0.018,,,,,0,0,0,0.525,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pparg,OnionNet/GlideSP,,0.339,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pr,OnionNet/GlideSP,,0.643,0.05,,,,,0,0,0,1.696,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
prkcq,OnionNet/GlideSP,,0.801,0.305,,,,,0,5.263,10.53,6.316,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pygl-in,OnionNet/GlideSP,,0.555,0.005,,,,,0,0,0,0.497,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pygl-out,OnionNet/GlideSP,,0.396,0.139,,,,,0,4.414,4.75,2.492,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
qpct,OnionNet/GlideSP,,0.543,0.003,,,,,0,0,0,0.499,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rock-1,OnionNet/GlideSP,,0.567,0.094,,,,,0,0,4.64,1.484,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rxr,OnionNet/GlideSP,,0.548,0.114,,,,,0,5.184,2.59,1.62,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
sars-hcov,OnionNet/GlideSP,,0.42,0.05,,,,,0,4.403,2.37,0.505,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
sirt2,OnionNet/GlideSP,,0.42,0.03,,,,,0,0,0,0.492,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
src,OnionNet/GlideSP,,0.474,0.067,,,,,0,4.436,2.39,1.018,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
thrombin,OnionNet/GlideSP,,0.651,0.111,,,,,0,4.553,2.45,3.135,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tie2,OnionNet/GlideSP,,0.522,0.154,,,,,14.988,9.992,5,2.498,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tk,OnionNet/GlideSP,,0.61,0.05,,,,,0,4.52,2.43,0.51,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tp,OnionNet/GlideSP,,0.341,0.001,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tpa,OnionNet/GlideSP,,0.67,0.082,,,,,0,0,2.55,3.625,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ts,OnionNet/GlideSP,,0.486,0.035,,,,,0,0,0,1,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
upa,OnionNet/GlideSP,,0.596,0.071,,,,,0,4.983,2.49,1.993,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
vegfr1,OnionNet/GlideSP,,0.604,0.178,,,,,14.974,9.982,4.99,2.627,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
vegfr2,OnionNet/GlideSP,,0.554,0.036,,,,,0,0,0,1.538,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
11betahsd1,pafnucy/GlideSP,,0.584,0.095,,,,,0,0,2.51,3.069,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
17betahsd1,pafnucy/GlideSP,,0.394,0.097,,,,,0,4.382,4.72,0.99,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
a2a,pafnucy/GlideSP,,0.661,0.028,,,,,0,0,0,0.99,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ace,pafnucy/GlideSP,,0.411,0.11,,,,,0,8.821,4.75,0.996,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ace2,pafnucy/GlideSP,,0.459,0.038,,,,,0,0,2.38,0.5,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ache,pafnucy/GlideSP,,0.529,0.074,,,,,0,4.361,2.35,2.462,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adam17,pafnucy/GlideSP,,0.598,0.133,,,,,0,8.786,4.73,1.984,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adrb2,pafnucy/GlideSP,,0.549,0.003,,,,,0,0,0,0.496,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
akt1,pafnucy/GlideSP,,0.688,0.238,,,,,15.154,5.051,7.58,4.546,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
alr2,pafnucy/GlideSP,,0.461,0.025,,,,,0,0,0,1.977,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ar,pafnucy/GlideSP,,0.667,0.017,,,,,0,0,0,0.705,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aurka,pafnucy/GlideSP,,0.767,0.087,,,,,0,0,2.39,4.069,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aurkb,pafnucy/GlideSP,,0.744,0.18,,,,,15.188,8.679,4.67,3.984,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
bcl2,pafnucy/GlideSP,,0.749,0.155,,,,,15.288,4.368,4.7,2.959,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
braf,pafnucy/GlideSP,,0.671,0.092,,,,,0,4.429,2.38,1.525,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
catl,pafnucy/GlideSP,,0.565,0.043,,,,,0,0,0,0.994,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cdk2,pafnucy/GlideSP,,0.712,0.153,,,,,0,0,4.98,3.987,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cox1,pafnucy/GlideSP,,0.583,0.057,,,,,0,0,2.39,1.538,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cox2,pafnucy/GlideSP,,0.567,0.009,,,,,0,0,0,0.537,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ctsk,pafnucy/GlideSP,,0.54,0.19,,,,,0,8.821,7.13,2.988,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cyp2a6,pafnucy/GlideSP,,0.45,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dhfr,pafnucy/GlideSP,,0.649,0.094,,,,,0,4.371,4.71,0.987,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
egfr,pafnucy/GlideSP,,0.744,0.098,,,,,0,0,0,4.052,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ephb4,pafnucy/GlideSP,,0.615,0.184,,,,,0,4.336,4.67,4.478,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
erbb2,pafnucy/GlideSP,,0.907,0.417,,,,,14.8,14.8,14.8,7.4,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
er-beta,pafnucy/GlideSP,,0.588,0.141,,,,,28.586,5.717,3.18,2.042,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fgfr1,pafnucy/GlideSP,,0.841,0.279,,,,,0,9.825,7.37,4.496,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fkbp1a,pafnucy/GlideSP,,0.496,0,,,,,0,0,0,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
